skip	order_id	product_id	description	price	quantity	is_ready	outlay	outlayPacking
2904	1308	82	роз	15	12	1	0,75	0
2905	1308	3	роз	15	8	1	4	0
2906	1308	27	10 анкет	150	1	1	4,12	0
2907	1308	26		50	1	1	4,12	0
2908	1308	18		10	5	1	0,63	0
2909	1309	40	СЕРЕБРЯНАЯ ЛЕНТА!	20	15	1	5,56	0
2910	1310	91	сверить	15	14	1	4,3	0
2911	1311	77	марсала цвет с фото	50	1	1	2	0
2912	1312	46	укр	180	1	1	31,4	0
2913	1312	3	синие	15	3	1	4	0
2914	1312	26	голуб	50	1	1	4,12	0
2915	1313	26	без босса	50	1	1	4,12	0
2916	1313	85	ракеты 2 ряда	12	13	1	0,94	0
2917	1313	65	космос	130	1	1	4,9	0
2918	1314	79	1 бел 6 роз светло	75	7	1	15	0
2919	1314	102	золотые	5	12	1	0	0
2920	1314	91	новая роз	15	14	1	4,3	0
2921	1314	87	бел с зол	35	2	1	1	0
2922	1314	80	маленькие	25	6	1	1,32	0
2923	1315	26	синий тедди	50	1	1	4,12	0
2924	1315	32	синий с тедди	60	2	1	4	0
2925	1316	6		80	1	1	12	3,14
2926	1318	65	гаваи сверить	130	1	1	4,9	0
2927	1318	85	С приездом!	10	10	1	0,94	0
2928	1319	98	серебро	45	7	1	3	0
2929	1319	85	2 ряда черно-зол	10	11	1	0,94	0
2930	1320	3	голуб	15	9	1	4	0
2931	1320	26	голуб	50	1	1	4,12	0
2932	1320	40	синие	20	21	1	5,56	0
2933	1320	15	сфоткать	20	6	1	2,2	0
2934	1321	65	10 шт сверить	80	1	1	4,9	0
2935	1321	65	бирочки с лентой	7	6	1	4,9	0
2936	1321	91	просто карты, без палочки	15	3	1	4,3	0
2937	1322	65	новый цветной девичник	170	1	1	4,9	0
2938	1324	26	серебро босс	50	1	1	4,12	0
2939	1324	40	только бирочки!	5	20	1	5,56	0
2940	1326	26	голуб 10 анкет	150	1	1	4,12	0
2941	1326	46	бирюза на рус сверить	180	1	1	31,4	0
2942	1327	80	овал белые	35	1	1	1,32	0
2943	1327	80	силуэт	40	2	1	1,32	0
2944	1328	67	розовые	25	10	1	2,59	0
2945	1329	26	роз тедди	50	1	1	4,12	0
2946	1329	3	роз тедди	15	5	1	4	0
2947	1329	65	роз с короной	190	1	1	4,9	0
2948	1329	27	9 анкет тедди	140	1	1	4,12	0
2949	1329	32		60	4	1	4	0
2950	1330	19	возд шар	10	30	1	2	0
2951	1330	60	укр яз 2 года	130	1	1	18,6	0
2952	1331	43		35	3	1	18	0
2953	1331	91	2 роз 2 бел	15	4	1	4,3	0
2954	1331	85	роз беж мишка	10	12	1	0,94	0
2955	1332	55	в оранжевом	150	1	1	42	0
2956	1333	85	Гнатюк	10	10	1	0,94	0
2957	1333	78	белая	60	1	1	8	0
2958	1333	47	на укр	200	1	1	48	0
2959	1333	93	7 роз и 1 бел	20	8	1	0,45	0
2960	1334	40		20	3	1	5,56	0
2961	1335	80	роз	35	1	1	1,32	0
2962	1335	55	розовый	150	1	1	42	0
2963	1336	42		25	7	1	13	0
2964	1336	81	2 ряда	15	11	1	1,54	0
2965	1336	65	с коронами сверить	130	1	1	4,9	0
2967	1337	3	6 роз и 4 серіх тедди	15	10	1	4	0
2968	1337	26	роз с тедди	50	1	1	4,12	0
2969	1338	46	на укр	180	1	1	31,4	0
2970	1338	48	укр	20	5	1	0,8	0
2971	1339	80	красн зол	35	2	1	1,32	0
2972	1339	17		8	4	1	0,54	0
2973	1339	85	красный с зол	10	11	1	0,94	0
2974	1339	56	9 табличек	120	1	1	42	0
2975	1340	79	белая	75	1	1	15	0
2976	1339	87	круглые	6	10	1	1	0
2977	1341	79	белая	75	1	1	15	0
2978	1341	47	бело голуб на укр	200	1	1	48	0
2979	1342	49		150	1	1	22,6	0
2980	1342	17	куколки лол	10	5	1	0,54	0
2981	1342	91	щенки патруль	10	4	1	4,3	0
2982	1342	15	лол	20	4	1	2,2	0
2983	1342	91	маски щенков на палочки	15	4	1	4,3	0
2984	1343	86	микки 2 ряда	12	13	1	1,2	0
2985	1343	26		50	2	1	4,12	0
2986	1343	65	сине голуб	135	1	1	4,9	0
2987	1344	26	красн	50	1	1	4,12	0
2988	1344	32	красн	60	4	1	4	0
2989	1344	40	красн	20	10	1	5,56	0
2990	1344	85	красн с бел 2 ряда	10	14	1	0,94	0
2991	1345	3	марсала	15	10	1	4	0
2992	1345	40		20	20	1	5,56	0
2993	1345	27	без конверта	200	1	1	4,12	0
2994	1345	81		15	19	1	1,54	0
2995	1345	21		10	10	1	2	0
2996	1345	19		10	20	1	2	0
2997	1345	82		15	10	1	0,75	0
2998	1346	47	бело пудровый укр	200	1	1	48	0
2999	1347	6		80	1	1	12	3,14
3000	1347	7		20	1	1	0,5	0,85
3001	1347	10		150	1	1	0,02	0
3002	1347	4		85	1	1	9	3,48
3003	1347	8		20	1	1	2	0
3004	1347	103		30	1	1	3	0
3005	1348	59	на рус	100	1	1	18,8	0
3006	1350	26	серебро босс	50	1	1	4,12	0
3008	1352	65	собаки	150	1	1	4,9	0
3009	1352	85	треугольнички	10	7	1	0,94	0
3010	1352	25	косточки-сердечки	25	6	1	0,6	0
3011	1352	17	лапки	10	8	1	0,54	0
3012	1352	87	лого 50 шт лапки и тд 50 шт	10	100	1	1	0
3013	1353	46	рус яз	180	1	1	31,4	0
3014	1353	1	корона босс	30	1	1	0	0
3015	1343	34	Марченко	10	10	1	1,06	0
3016	1355	47	на рус	200	1	1	48	0
3017	1355	85	красн с белым	10	10	1	0,94	0
3018	1356	85	2 ряда	10	17	1	0,94	0
3019	1357	34	Горбань бордо	10	10	1	1,06	0
3020	1357	47	изумруд-бордо	200	1	1	48	0
3021	1358	47	бело-роз укр яз	200	1	1	48	0
3022	1358	34	Гончар	10	10	1	1,06	0
3023	1358	85	роз пончик дивич	10	15	1	0,94	0
3024	1359	79	красная	75	1	1	15	0
3025	1361	80	золото	35	3	1	1,32	0
3026	1361	96	в золотом сверить	155	1	1	36,2	0
3027	1361	73	роз с белым круж	20	1	1	1,63	0
3028	1362	3	синие тедди	15	5	1	4	0
3029	1362	27	15 анкет синий на рус	200	1	1	4,12	0
3030	1366	65		160	1	1	4,9	0
3031	1366	93	4 розовых и 1 бел на красной ленте	20	5	1	0,45	0
3032	1367	26	бирюза	50	1	1	4,12	0
3033	1367	40	бирюза	20	10	1	5,56	0
3034	1367	22		10	10	1	0,8	0
3035	1368	25		25	12	1	0,6	0
3036	1368	85	треугольнички	10	6	1	0,94	0
3037	1368	17	пончики	8	15	1	0,54	0
3038	1368	87		0	6	1	1	0
3039	1368	1		0	4	1	0	0
3040	1368	1	постер	0	4	1	0	0
3041	1369	85	в красном с микки 2 ряда	10	11	1	0,94	0
3042	1369	27	15 анкет	200	1	1	4,12	0
3043	1369	25	микки	25	3	1	0,6	0
3044	1371	97	с конвертом	30	1	1	1,5	0
3045	1372	40	синие с ножками	20	20	1	5,56	0
3046	1373	34	Проколій	10	10	1	1,06	0
3047	1373	79	белая	75	1	1	15	0
3048	1373	85	дівішнік	10	8	1	0,94	0
3049	1374	91	белые свад	15	4	1	4,3	0
3050	1375	59	роз на укр	100	1	1	18,8	0
3051	1375	65	на укр	150	1	1	4,9	0
3052	1375	26	бирюза	50	1	1	4,12	0
3053	1376	1	губки и 1 шт табл	0	1	1	0	0
3054	1376	3	тедди	15	4	1	4	0
3055	1368	1	бумажки	0	1	1	0	0
3056	1377	85	роз без мишек 2 ряда	10	15	1	0,94	0
3057	1377	40	роз	20	38	1	5,56	0
3058	1378	90	голубой без мишек сверить	185	1	1	29,4	0
3059	1378	85	голубая 2 ряда	10	24	1	0,94	0
3060	1378	3	голубые без мишек	15	12	1	4	0
3061	1379	40	розовые	20	7	1	5,56	0
3062	1380	38	чб на укр	100	1	1	12	0
3063	1382	40	с ангелами	20	15	1	5,56	0
3064	1383	91	алиса с текстовыми сверить	15	10	1	4,3	0
3065	1383	65	алиса	90	1	1	4,9	0
3066	1383	41	айвори	15	3	1	8	0
3067	1383	42	роз	25	2	1	13	0
3068	1383	44	сирень	50	1	1	29	0
3069	1384	55	синий+1 сверить	165	1	1	42	0
3070	1386	85	с пикачу	10	7	1	0,94	0
3071	1386	3	4 бел СМ 5 черных	15	9	1	4	0
3072	1387	27	15 анкет	200	1	1	4,12	0
3073	1387	40	с минни	20	20	1	5,56	0
3074	1388	96	в золотом сверить	110	1	1	36,2	0
3075	1389	80	фиолет девичник	35	2	1	1,32	0
3076	1390	47	бело роз	200	1	1	48	0
3077	1391	74	роз	5	35	1	0,3	0
3078	1391	2	роз звезды	170	1	1	16,6	0
3079	1392	26	гол тедди	50	1	1	4,12	0
3080	1392	3	гол с тедди	15	6	1	4	0
3081	1392	74	марку	5	20	1	0,3	0
3082	1393	32	с фото в раме белой	100	2	1	4	0
3083	1394	65	роз Девичник	150	1	1	4,9	0
3084	1394	80	фиолет	35	2	1	1,32	0
3085	1395	3	король лев	15	16	1	4	0
3086	1395	27	14 анкет король лев	190	1	1	4,12	0
3087	1395	15	король лев	20	3	1	2,2	0
3088	1395	26		50	1	1	4,12	0
3089	1395	91	11 текст	180	1	1	4,3	0
3090	1395	17	фигурки король лев	10	8	1	0,54	0
3091	1396	26	гол тедди	50	1	1	4,12	0
3092	1396	2	мишки	170	1	1	16,6	0
3093	1396	27	гол тедди 10 анкет	150	1	1	4,12	0
3094	1399	26	пончик	50	1	1	4,12	0
3095	1399	59	розов на укр	100	1	1	18,8	0
3096	1399	82	единорог	15	12	1	0,75	0
3097	1399	40	разноцвет	20	35	1	5,56	0
3098	1400	32	в бел раме крестной Марии	100	1	1	4	0
3099	1402	26	серебро без босса	50	1	1	4,12	0
3100	1402	27	35 анкет космос	350	1	1	4,12	0
3101	1403	40	ТОЛЬКО бирки	0	38	1	5,56	0
3102	1404	40	роз	20	25	1	5,56	0
3103	1404	41	разные	15	7	1	8	0
3104	1405	32	с рамкой	200	2	1	4	0
3105	1406	79	4 светло-роз 1 малина	75	5	1	15	0
3106	1406	91	роз на рус	15	10	1	4,3	0
3108	1409	79	тонкая лента! Бордо 4 шт 1 бел	75	5	1	15	0
3109	1409	73	роз с бел круж	20	1	1	1,63	0
3110	1409	34	Мельник	10	10	1	1,06	0
3111	1409	91	бордо сверить	15	7	1	4,3	0
3112	1410	50	на русс	185	1	1	27,4	0
3113	1410	40	с тедди	20	15	1	5,56	0
3114	1410	27	голуб полоска 3 анкеты	80	1	1	4,12	0
3115	1410	26	голуб полоска	50	1	1	4,12	0
3116	1411	2	бабочки и бабочки	170	1	1	16,6	0
3117	1411	26	красн с бабочками	50	1	1	4,12	0
3118	1412	72	босс новій	220	1	1	40	0
3119	1412	26	голуб серебр	50	1	1	4,12	0
3120	1412	40		20	15	1	5,56	0
3121	1412	27	4 анкеты	90	1	1	4,12	0
3124	1414	47	бело-роз на рус	200	1	1	48	0
3125	1414	78	3 светло роз 1 бел	60	4	1	8	0
3126	1415	34	марсала с бел Хмельницька	10	11	1	1,06	0
3127	1416	79	белая	75	1	1	15	0
3128	1417	65	Свадебная черная сверить	140	1	1	4,9	0
3129	1418	47	черно роз на укр	200	1	1	48	0
3130	1419	65	роз на укр сверить	150	1	1	4,9	0
3131	1420	79	красная	75	1	1	15	0
3132	1420	78	белая	60	4	1	8	0
3133	1421	26	красн с микки	50	1	1	4,12	0
3134	1421	86	микки с кр бантом	12	13	1	1,2	0
3135	1421	2	микки кр бант	160	1	1	16,6	0
3138	1423	77	синие	50	5	1	2	0
3139	1424	65	девичник персик  укр яз	150	1	1	4,9	0
3140	1425	34	Омельченко пудра	10	10	1	1,06	0
3141	1425	47	пудровый на укр	200	1	1	48	0
3142	1426	31	с фото  в раме	150	1	1	33	0
3143	1426	43	голуб	35	2	1	18	0
3144	1426	42	бирюза	25	2	1	13	0
3145	1426	42	белые	20	2	1	13	0
3146	1426	42	голуб	25	1	1	13	0
3147	1426	85	голуб 2 ряда	10	21	1	0,94	0
3148	1426	85	bitches 1 ряд	10	14	1	0,94	0
3149	1426	78	1 бел 7 синих	60	8	1	8	0
3150	1426	65	голубой на рус	150	1	1	4,9	0
3151	1426	24	сине-голуб	25	4	1	0,6	0
3152	1427	3	голуб босс	15	6	1	4	0
3153	1427	26	голуб босс	50	1	1	4,12	0
3155	1429	44	коралл и синий	50	2	1	29	0
3156	1429	85	1 ряд кроралл с синим	10	10	1	0,94	0
3157	1429	25	коралл синий	20	3	1	0,6	0
3158	1429	77	синий коралл с фото	50	1	1	2	0
3159	1429	91	синий коралл	15	10	1	4,3	0
3160	1430	34	красн с бел Головань	10	10	1	1,06	0
3161	1430	47	бело красн сверить (!)	140	1	1	48	0
3162	1431	34	бирюза с зол Грицик	10	10	1	1,06	0
3163	1431	100	девичник бирюза сверить	170	1	1	62	0
3164	1432	91	роз девичник	20	10	1	4,3	0
3165	1433	47	сверить на рус	200	1	1	48	0
3166	1434	47	бело-голуб на укр	200	1	1	48	0
3167	1435	65	Шанель  на рус	120	1	1	4,9	0
3168	1435	47	на рус	200	1	1	48	0
3169	1435	85	Девичник черно-зол	10	8	1	0,94	0
3170	1435	34	черно зол Зубкова	10	10	1	1,06	0
3171	1435	69	1 роз 13 голуб	8	14	1	1	0
3172	1436	65	девичник цветной	170	1	1	4,9	0
3173	1437	104		200	1	1	23	0
3175	1439	65	новый черно-желтый сверить	200	1	1	4,9	0
3176	1439	62	на рус	160	1	1	41,4	0
3177	1440	89	в раме	200	1	1	44	0
3178	1441	79	розовые	75	8	1	15	0
3179	1442	93	роз розі 4 роз лента 1 бел лента	20	5	1	0,45	0
3180	1442	42	2 бел 2 роз	25	4	1	13	0
3181	1442	42	20 см! Фиолет	20	3	1	13	0
3182	1443	89	без рамы за наш счет	200	1	1	44	0
3183	1444	57	укр	125	1	1	18,4	0
3184	1445	80	роз	35	3	1	1,32	0
3185	1445	73	роз на рус	20	1	1	1,63	0
3186	1446	78	светло-роз	60	4	1	8	0
3187	1446	79	белая	75	1	1	15	0
3188	1446	73	роз укр 4 черн круж 1 бел	20	5	1	1,63	0
3189	1446	105	на укр	150	1	1	18,4	0
3190	1447	32		60	6	1	4	0
3191	1447	40	серые с ножками	20	45	1	5,56	0
3192	1449	50	розовая сверить	150	1	1	27,4	0
3193	1449	26	роз с тедди	50	1	1	4,12	0
3194	1450	26	тедди ярко-роз	50	1	1	4,12	0
3195	1450	40	ярко роз ангел	20	16	1	5,56	0
3196	1451	40	голуб с короной	20	6	1	5,56	0
3197	1452	86	единорог 2 ряда	15	13	1	1,2	0
3198	1452	17	единороги	8	8	1	0,54	0
3199	1452	40	только бирочки с лентой	4	40	1	5,56	0
3201	1454	85	бело фиолет	10	11	1	0,94	0
3202	1454	65	таблички на ленте	35	2	1	4,9	0
3203	1455	3	голуб босс	15	1	1	4	0
3204	1455	46	сверить на укр 1 замена	180	1	1	31,4	0
3205	1455	45	единичка босс	45	1	1	1	0
3206	1450	86	роз с золотом 2 ряда	12	10	1	1,2	0
3207	1456	26	голуб в горох симба	50	1	1	4,12	0
3208	1456	3	сине гол симба	15	4	1	4	0
3209	1456	59	на рус	100	1	1	18,8	0
3210	1457	59	розовая на укр	100	1	1	18,8	0
3211	1457	3	роз с микии	15	10	1	4	0
3212	1458	65	таблички на ленте красн 2 шт	70	1	1	4,9	0
3213	1458	65	розово бирюз свадеб	100	1	1	4,9	0
3214	1458	106		150	1	1	25,6	0
3215	1459	47	бело- роз на укр	200	1	1	48	0
3216	1460	47	бело-роз на рус	200	1	1	48	0
3217	1460	85	2 ряда	10	14	1	0,94	0
3218	1461	55	роз на рус	150	1	1	42	0
3219	1462	83	бело-мятн с золотом	15	15	1	0,75	0
3220	1462	19	бело-мятн	10	25	1	2	0
3221	1463	73	роз с черн круж	20	1	1	1,63	0
3222	1464	40	голуб с короной	20	12	1	5,56	0
3223	1465	74	фиолет тедди	5	80	1	0,3	0
3224	1465	26	фиолет с тедди НОЖНИЦІ!	50	4	1	4,12	0
3225	1465	15	фиолет с тедди	20	6	1	2,2	0
3226	1466	86	голуб с серебром	12	19	1	1,2	0
3227	1466	3	голуб серебро	15	8	1	4	0
3228	1466	26	голуб серебро	50	1	1	4,12	0
3229	1466	40	с ножками	20	8	1	5,56	0
3230	1466	65	сверить	125	1	1	4,9	0
3231	1467	85	роз с мишками 2 ряда	10	17	1	0,94	0
3232	1467	23	облачка-звезды	25	4	1	0,6	0
3233	1468	85	радужная 2 ряда	10	10	1	0,94	0
3234	1468	50	сверить смена цвета	200	1	1	27,4	0
3235	1469	89	без рамки	200	1	1	44	0
3236	1470	70	40 флажков на 2 гирлянды	10	40	1	0,6	0
3237	1470	45	босс	45	1	1	1	0
3238	1470	33	постер с боссом	15	2	1	4	0
3239	1470	107		5	4	1	0,03	0
3240	1470	33	таблички Кенди бар	20	2	1	4	0
3241	1471	34	Пожарная	10	10	1	1,06	0
3242	1472	77	светло роз с фото	50	3	1	2	0
3243	1473	74	темно сер с тедди	5	55	1	0,3	0
3244	1474	96	в оранж на укр сверить	150	1	1	36,2	0
3245	1475	65	с коронами сверить	120	1	1	4,9	0
3246	1475	71	с коронами в рамке	200	1	1	40	0
3247	1475	26		50	1	1	4,12	0
3248	1475	2	короны с прищепками	170	1	1	16,6	0
3249	1476	65	щен патруль сверить	180	1	1	4,9	0
3250	1476	3		15	4	1	4	0
3251	1476	85	щен патруль 2 ряда	10	15	1	0,94	0
3252	1477	79	белая	75	1	1	15	0
3253	1477	34	Скопненко	10	10	1	1,06	0
3254	1477	85	1 ряд фиолет	10	9	1	0,94	0
3255	1478	85	черно зол 2 ряда	10	17	1	0,94	0
3256	1478	80	золот	35	2	1	1,32	0
3257	1479	77	босс	50	2	1	2	0
3258	1479	26	голубая лента!	50	1	1	4,12	0
3259	1479	46	на рус с изменениями	180	1	1	31,4	0
3260	1479	83	босс	20	12	1	0,75	0
3261	1480	40	тедди гол	20	15	1	5,56	0
3262	1481	47	бело-роз на рус	200	1	1	48	0
3263	1481	73	роз с бел круж	20	1	1	1,63	0
3264	1482	86	короні мята серебр 2 ряда	15	11	1	1,2	0
3265	1482	23	мята сереб бел	25	3	1	0,6	0
3266	1482	15		20	2	1	2,2	0
3267	1482	108	сверить мята	150	1	1	29,1	0
3268	1483	86	голуб с сереб 3 ряда	12	19	1	1,2	0
3269	1484	34	Панченко	10	10	1	1,06	0
3270	1485	47	пудровый на укр	200	1	1	48	0
3271	1486	65	серебро	150	1	1	4,9	0
3272	1486	26	бело серебр	50	1	1	4,12	0
3273	1487	15	голуб тедди	20	4	1	2,2	0
3274	1487	40	голуб с тедди	20	25	1	5,56	0
3275	1488	91	девич на рус синенев	15	10	1	4,3	0
3276	1489	46	сверить	210	1	1	31,4	0
3277	1489	26	босс серебро	50	1	1	4,12	0
3278	1490	32	красные	60	3	1	4	0
3279	1491	108	проверить текст	150	1	1	29,1	0
3280	1492	1	рассад карточки	10	48	1	0	0
3281	1493	90	кр бант сверить	110	1	1	29,4	0
3282	1494	26	роз зол	50	1	1	4,12	0
3283	1494	18		10	5	1	0,63	0
3284	1496	65	рука болельщика	0	2	1	4,9	0
3285	1496	23	бел роз гол	25	1	1	0,6	0
3286	1496	25	бел роз гол	25	1	1	0,6	0
3287	1496	17	роз и голуб	8	15	1	0,54	0
3288	1496	15		20	2	1	2,2	0
3289	1496	16		15	3	1	2	0
3290	1496	45		45	1	1	1	0
3291	1496	74		5	15	1	0,3	0
3292	1496	28	дети	180	2	1	33	0
3293	1497	26	самолет	50	1	1	4,12	0
3294	1497	86	самолет 1 ряд	12	11	1	1,2	0
3295	1497	3		15	8	1	4	0
3296	1497	27	только анкеты	10	10	1	4,12	0
3297	1498	89	в раме	200	1	1	44	0
3298	1498	109	на рус	120	1	1	18,4	0
3299	1499	28	в раме	180	1	1	33	0
3300	1499	26		50	1	1	4,12	0
3301	1499	27	20 анкет	250	1	1	4,12	0
3302	1500	40	мадагаскар	20	30	1	5,56	0
3303	1500	83	мадагаскар	20	15	1	0,75	0
3304	1500	65	мадагарскар	160	1	1	4,9	0
3305	1500	26	мадагаскар серебро	50	1	1	4,12	0
3306	1500	32	крестным	60	4	1	4	0
3307	1500	32	баб/дед	70	4	1	4	0
3308	1501	34	роз Словачевская	10	12	1	1,06	0
3309	1501	85	Лемешева зеленая горизонт	10	8	1	0,94	0
3311	1503	34	Леонова фиолет	10	10	1	1,06	0
3312	1504	47	бело-роз на укр	200	1	1	48	0
3313	1504	79	9 фиолет 1 бел	75	10	1	15	0
3314	1505	46	чб с золот укр	180	1	1	31,4	0
3315	1505	26		50	1	1	4,12	0
3316	1505	27	7 анкет босс	120	1	1	4,12	0
3317	1505	15	босс	20	10	1	2,2	0
3318	1505	45	единица босс	35	1	1	1	0
3319	1505	17	босс	8	12	1	0,54	0
3320	1505	17	фигурки босса	10	4	1	0,54	0
3321	1505	71	в раме босс	200	1	1	40	0
3322	1506	85	роз с бантом	10	10	1	0,94	0
3323	1506	47	бело роз на укрСВЕРИТЬ	200	1	1	48	0
3324	1507	105	синий на укр	150	1	1	18,4	0
3325	1507	85	синяя	10	8	1	0,94	0
3326	1508	26	босс  сверить текст	50	1	1	4,12	0
3327	1508	3	босс	15	1	1	4	0
3328	1509	85	черно роз	10	16	1	0,94	0
3329	1509	47	укр	200	1	1	48	0
3330	1510	62	коричневій сверить	160	1	1	41,4	0
3331	1511	26	микки синий серый	50	2	1	4,12	0
3332	1511	59	рус	100	1	1	18,8	0
3333	1427	48		20	1	1	0,8	0
3334	1513	40	роз с тедди	20	27	1	5,56	0
3335	1514	96	в серебре	110	1	1	36,2	0
3336	1514	78	белая	60	1	1	8	0
3337	1514	80	белая	35	1	1	1,32	0
3338	1515	34	фиолет Клевец	10	10	1	1,06	0
3339	1515	47	бело-фиолет на рус	200	1	1	48	0
3340	1516	47	бело красн на укр сверить	200	1	1	48	0
3341	1517	65	с золотом девич	160	1	1	4,9	0
3342	1517	69	без текста 6 голуб 1 роз	6	7	1	1	0
3343	1517	85	зол с черн	10	10	1	0,94	0
3344	1517	68	разные	12	15	1	2,2	0
3345	1517	89	в раме	200	1	1	44	0
3346	1517	23	звзд-круги золот	25	8	1	0,6	0
3347	1518	96	в золоте сверить текст	110	1	1	36,2	0
3348	1519	86	голуб с серебр	12	13	1	1,2	0
3349	1520	40	роз тедди	20	27	1	5,56	0
3350	1521	65	с ушками девич	135	1	1	4,9	0
3351	1521	56	девични сверить текст	150	1	1	42	0
3352	1522	78	9 зелен 1 бел	60	10	1	8	0
3353	1522	65	зелен девичник	170	1	1	4,9	0
3354	1522	34	Кондратюк зелен	10	10	1	1,06	0
3355	1523	80	роз	35	3	1	1,32	0
3356	1523	79	белая	75	1	1	15	0
3357	1524	32	босс голуб в раме	120	1	1	4	0
3358	1525	65	золотая свадьба	180	1	1	4,9	0
3359	1526	65	роз с корон сверить	180	1	1	4,9	0
3360	1526	26	роз тедди	50	1	1	4,12	0
3361	1526	27	5 анкет роз тедди	100	1	1	4,12	0
3362	1526	18	мишки с роз бантом	10	5	1	0,63	0
3363	1527	91	девичник сверить цветной	20	5	1	4,3	0
3364	1528	3	синий с серебром	15	1	1	4	0
3365	1528	26	син серебр	50	1	1	4,12	0
3366	1529	65	фламинго	170	1	1	4,9	0
3367	1530	26	синий золото	50	1	1	4,12	0
3368	1530	3	син золото	15	1	1	4	0
3369	1530	91	1 табличка	20	1	1	4,3	0
3370	1531	40	розовые с тедди	20	20	1	5,56	0
3371	1532	104	замена 1 шт	200	1	1	23	0
3372	1533	26	роз зайчик	50	1	1	4,12	0
3373	1533	77	с фото	50	3	1	2	0
3374	1533	65	роз зайчик сверить	150	1	1	4,9	0
3375	1533	32	в раме	120	2	1	4	0
3376	1534	104	без изменений	200	1	1	23	0
3377	1535	47	на рус	200	1	1	48	0
3378	1536	85	роз лол 1 ряд	10	13	1	0,94	0
3379	1532	34	светло роз Хильчевская	10	11	1	1,06	0
3380	1538	47	бело роз на укр	200	1	1	48	0
3381	1538	34	Дзьобко роз	10	10	1	1,06	0
3382	1539	65	новый цветной девичн	170	1	1	4,9	0
3383	1539	78	3 фиолет и 1 белая	60	4	1	8	0
3384	1540	96	в красном	150	1	1	36,2	0
3385	1541	79	белая	75	1	1	15	0
3386	1541	65	цветной девичник сверить	170	1	1	4,9	0
3387	1542	47	бело пудр на рус	200	1	1	48	0
3388	1543	47	на укр сверить	240	1	1	48	0
3389	1543	79	1 бел 6 бордо	75	7	1	15	0
3390	1544	34	черно зол Буга	10	10	1	1,06	0
3391	1544	47	желто фиолет	200	1	1	48	0
3392	1545	34	голуб Глитень	10	10	1	1,06	0
3393	1546	65	18 лет на рус сверить	170	1	1	4,9	0
3394	1546	65	сверить 18 лет	100	1	1	4,9	0
3395	1546	85	золото черн 1 ряд	10	13	1	0,94	0
3396	1547	26	транспорт	40	1	1	4,12	0
3397	1547	17	транспорт	8	20	1	0,54	0
3398	1547	2	транспорт	150	1	1	16,6	0
3399	1548	40	рустик шоколадки	20	20	1	5,56	0
3400	1548	85	буквы 2 шт	10	1	1	0,94	0
3401	1548	107	конверт для приборов крафт	5	20	1	0,03	0
3402	1549	86	роз с корон 2 ряда	12	13	1	1,2	0
3403	1550	26	гол микки	50	1	1	4,12	0
3404	1550	27	гол микки 30 анкет	350	1	1	4,12	0
3405	1551	47	бело пудр укр	200	1	1	48	0
3406	1551	93	бел розі зол лента	20	6	1	0,45	0
3407	1552	78	1 бел 3 голуб 1 синяя	60	5	1	8	0
3408	1553	85	Велком чб 1 ряд	10	9	1	0,94	0
3409	1553	85	чб HB	10	13	1	0,94	0
3410	1553	65	тачки	80	1	1	4,9	0
3411	1553	65	эмодзи	150	1	1	4,9	0
3412	1554	91	чб	20	2	1	4,3	0
3413	1555	26	голуб тедди	50	1	1	4,12	0
3414	1555	29	тедди голуб в раме	200	1	1	33	0
3415	1556	47	бело роз на укр	200	1	1	48	0
3416	1557	55	роз на рус	150	1	1	42	0
3417	1558	65	сладости сверить	90	1	1	4,9	0
3418	1558	60	сверить текст	120	1	1	18,6	0
3419	1559	40	разноцвет	20	25	1	5,56	0
3420	1559	32	без рамы	60	4	1	4	0
3421	1560	47	бело пудров на укр	200	1	1	48	0
3422	1560	34	пудров Ляшко	10	10	1	1,06	0
3423	1561	47	бело роз на укр	200	1	1	48	0
3424	1562	55	роз на рус	150	1	1	42	0
3425	1564	34	мищук роз	10	10	1	1,06	0
3426	1564	55	роз на рус	150	1	1	42	0
3427	1565	78	бел	60	1	1	8	0
3428	1565	65	свад с машиной сверить	150	1	1	4,9	0
3429	1565	34	кулик черно зол	10	10	1	1,06	0
3430	1566	26	голуб босс	50	1	1	4,12	0
3431	1566	3	голуб босс	15	1	1	4	0
3432	1566	70	Дані 1 рік 1ряд	10	8	1	0,6	0
3433	1567	40	синие с ножками	30	15	1	5,56	0
3434	1568	40	синие с ножками	30	35	1	5,56	0
3435	1569	34	Дігтяр фиолет	10	10	1	1,06	0
3436	1567	18	ангел с гол лентой	10	5	1	0,63	0
3437	1570	34	Гарбаренко роз	10	10	1	1,06	0
3438	1571	93	бел лента сверить	20	6	1	0,45	0
3439	1572	34	Редька голуб	10	10	1	1,06	0
3440	1573	96	в фиол на укр сверить и сфотк	110	1	1	36,2	0
3441	1574	40	син с ножками	30	16	1	5,56	0
3442	1575	85	2 ряда	10	15	1	0,94	0
3443	1575	25	бел гол серій	25	3	1	0,6	0
3444	1576	91	чб на рус	15	8	1	4,3	0
3445	1576	79	1 бел 5 красн	75	6	1	15	0
3446	1577	23	бордо золото	25	3	1	0,6	0
3447	1577	85	борд Дівіш сфоткать	10	8	1	0,94	0
3448	1577	47	бело роз на укр	200	1	1	48	0
3449	1579	82	ковбои	15	18	1	0,75	0
